Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","014","Eastern Africa","61212","Confidence interval: Upper bound","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2022","2022","%","26","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","6121","Value","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2023","2023","%","24.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","61211","Confidence interval: Lower bound","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2023","2023","%","23.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","61212","Confidence interval: Upper bound","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2023","2023","%","25","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","6121","Value","210090R","Prevalence of moderate or severe food insecurity in the rural adult population (percent) (annual value)","2022","2022","%","66.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","61211","Confidence interval: Lower bound","210090R","Prevalence of moderate or severe food insecurity in the rural adult population (percent) (annual value)","2022","2022","%","65","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","61212","Confidence interval: Upper bound","210090R","Prevalence of moderate or severe food insecurity in the rural adult population (percent) (annual value)","2022","2022","%","68.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","6121","Value","210090R","Prevalence of moderate or severe food insecurity in the rural adult population (percent) (annual value)","2023","2023","%","62.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","61211","Confidence interval: Lower bound","210090R","Prevalence of moderate or severe food insecurity in the rural adult population (percent) (annual value)","2023","2023","%","61.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","61212","Confidence interval: Upper bound","210090R","Prevalence of moderate or severe food insecurity in the rural adult population (percent) (annual value)","2023","2023","%","64.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","64.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","61211","Confidence interval: Lower bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","63","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","61212","Confidence interval: Upper bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","65.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","64.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","61211","Confidence interval: Lower bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","63.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","61212","Confidence interval: Upper bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","65.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","6121","Value","210090","Prevalence of moderate or severe food insecurity in the total population (percent) (annual value)","2022","2022","%","65.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","61211","Confidence interval: Lower bound","210090","Prevalence of moderate or severe food insecurity in the total population (percent) (annual value)","2022","2022","%","64.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","61212","Confidence interval: Upper bound","210090","Prevalence of moderate or severe food insecurity in the total population (percent) (annual value)","2022","2022","%","66.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","6121","Value","210090","Prevalence of moderate or severe food insecurity in the total population (percent) (annual value)","2023","2023","%","63.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","61211","Confidence interval: Lower bound","210090","Prevalence of moderate or severe food insecurity in the total population (percent) (annual value)","2023","2023","%","62","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","61212","Confidence interval: Upper bound","210090","Prevalence of moderate or severe food insecurity in the total population (percent) (annual value)","2023","2023","%","64.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","6121","Value","210090TSUB","Prevalence of moderate or severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2022","2022","%","67.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","61211","Confidence interval: Lower bound","210090TSUB","Prevalence of moderate or severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2022","2022","%","66.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","61212","Confidence interval: Upper bound","210090TSUB","Prevalence of moderate or severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2022","2022","%","68.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","6121","Value","210090TSUB","Prevalence of moderate or severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2023","2023","%","66.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","61211","Confidence interval: Lower bound","210090TSUB","Prevalence of moderate or severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2023","2023","%","65.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","61212","Confidence interval: Upper bound","210090TSUB","Prevalence of moderate or severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2023","2023","%","67.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","6121","Value","210090U","Prevalence of moderate or severe food insecurity in the urban adult population (percent) (annual value)","2022","2022","%","61","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","61211","Confidence interval: Lower bound","210090U","Prevalence of moderate or severe food insecurity in the urban adult population (percent) (annual value)","2022","2022","%","59.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","61212","Confidence interval: Upper bound","210090U","Prevalence of moderate or severe food insecurity in the urban adult population (percent) (annual value)","2022","2022","%","62.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","6121","Value","210090U","Prevalence of moderate or severe food insecurity in the urban adult population (percent) (annual value)","2023","2023","%","59.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","61211","Confidence interval: Lower bound","210090U","Prevalence of moderate or severe food insecurity in the urban adult population (percent) (annual value)","2023","2023","%","58","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","61212","Confidence interval: Upper bound","210090U","Prevalence of moderate or severe food insecurity in the urban adult population (percent) (annual value)","2023","2023","%","61.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","63.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","61211","Confidence interval: Lower bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","62.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","61212","Confidence interval: Upper bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","65.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","64.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","61211","Confidence interval: Lower bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","62.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","61212","Confidence interval: Upper bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","65.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","6121","Value","210090M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (annual value)","2022","2022","%","64.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","61211","Confidence interval: Lower bound","210090M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (annual value)","2022","2022","%","63.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","61212","Confidence interval: Upper bound","210090M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (annual value)","2022","2022","%","65.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","6121","Value","210090M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (annual value)","2023","2023","%","63.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","61211","Confidence interval: Lower bound","210090M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (annual value)","2023","2023","%","62.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","61212","Confidence interval: Upper bound","210090M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (annual value)","2023","2023","%","65.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","64.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","61211","Confidence interval: Lower bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","63.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","61212","Confidence interval: Upper bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","65.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","65.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","61211","Confidence interval: Lower bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","64","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","61212","Confidence interval: Upper bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","66.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","6121","Value","210090F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (annual value)","2022","2022","%","66.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","61211","Confidence interval: Lower bound","210090F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (annual value)","2022","2022","%","65.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","61212","Confidence interval: Upper bound","210090F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (annual value)","2022","2022","%","67.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","6121","Value","210090F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (annual value)","2023","2023","%","63.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","61211","Confidence interval: Lower bound","210090F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (annual value)","2023","2023","%","61.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","014","Eastern Africa","61212","Confidence interval: Upper bound","210090F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (annual value)","2023","2023","%","64.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20212023","2021-2023","%","28.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","29.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2022","2022","%","28.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2023","2023","%","29.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","6132","Value","210011","Number of people undernourished (million) (3-year average)","20212023","2021-2023","million No","57.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","61","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","6132","Value","210010","Number of people undernourished (million) (annual value)","2022","2022","million No","57.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","6132","Value","210010","Number of people undernourished (million) (annual value)","2023","2023","million No","61.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","6121","Value","210400R","Prevalence of severe food insecurity in the rural adult population (percent) (annual value)","2022","2022","%","39.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61211","Confidence interval: Lower bound","210400R","Prevalence of severe food insecurity in the rural adult population (percent) (annual value)","2022","2022","%","38.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61212","Confidence interval: Upper bound","210400R","Prevalence of severe food insecurity in the rural adult population (percent) (annual value)","2022","2022","%","41","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","6121","Value","210400R","Prevalence of severe food insecurity in the rural adult population (percent) (annual value)","2023","2023","%","40.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61211","Confidence interval: Lower bound","210400R","Prevalence of severe food insecurity in the rural adult population (percent) (annual value)","2023","2023","%","38.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61212","Confidence interval: Upper bound","210400R","Prevalence of severe food insecurity in the rural adult population (percent) (annual value)","2023","2023","%","41.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","36.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","35.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","37.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","36.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","35.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","38","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","6121","Value","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2022","2022","%","36.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61211","Confidence interval: Lower bound","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2022","2022","%","35.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61212","Confidence interval: Upper bound","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2022","2022","%","37.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","6121","Value","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2023","2023","%","36.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61211","Confidence interval: Lower bound","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2023","2023","%","35.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61212","Confidence interval: Upper bound","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2023","2023","%","38","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","6121","Value","210400TSUB","Prevalence of severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2022","2022","%","40.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61211","Confidence interval: Lower bound","210400TSUB","Prevalence of severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2022","2022","%","39.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61212","Confidence interval: Upper bound","210400TSUB","Prevalence of severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2022","2022","%","42.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","6121","Value","210400TSUB","Prevalence of severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2023","2023","%","41.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61211","Confidence interval: Lower bound","210400TSUB","Prevalence of severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2023","2023","%","40","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61212","Confidence interval: Upper bound","210400TSUB","Prevalence of severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2023","2023","%","42.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","6121","Value","210400U","Prevalence of severe food insecurity in the urban adult population (percent) (annual value)","2022","2022","%","32.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61211","Confidence interval: Lower bound","210400U","Prevalence of severe food insecurity in the urban adult population (percent) (annual value)","2022","2022","%","31.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61212","Confidence interval: Upper bound","210400U","Prevalence of severe food insecurity in the urban adult population (percent) (annual value)","2022","2022","%","34.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","6121","Value","210400U","Prevalence of severe food insecurity in the urban adult population (percent) (annual value)","2023","2023","%","33","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61211","Confidence interval: Lower bound","210400U","Prevalence of severe food insecurity in the urban adult population (percent) (annual value)","2023","2023","%","31.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61212","Confidence interval: Upper bound","210400U","Prevalence of severe food insecurity in the urban adult population (percent) (annual value)","2023","2023","%","34.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","36.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","35.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","38","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","36.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","35.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","37.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","6121","Value","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2022","2022","%","37","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61211","Confidence interval: Lower bound","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2022","2022","%","35.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61212","Confidence interval: Upper bound","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2022","2022","%","38.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","6121","Value","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2023","2023","%","37","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61211","Confidence interval: Lower bound","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2023","2023","%","35.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61212","Confidence interval: Upper bound","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2023","2023","%","38.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","35.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","34.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","37.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","37","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","35.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","38.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","6121","Value","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2022","2022","%","35.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61211","Confidence interval: Lower bound","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2022","2022","%","34.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61212","Confidence interval: Upper bound","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2022","2022","%","37.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","6121","Value","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2023","2023","%","36.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61211","Confidence interval: Lower bound","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2023","2023","%","35.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61212","Confidence interval: Upper bound","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2023","2023","%","37.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","6121","Value","210090R","Prevalence of moderate or severe food insecurity in the rural adult population (percent) (annual value)","2022","2022","%","78","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61211","Confidence interval: Lower bound","210090R","Prevalence of moderate or severe food insecurity in the rural adult population (percent) (annual value)","2022","2022","%","76.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61212","Confidence interval: Upper bound","210090R","Prevalence of moderate or severe food insecurity in the rural adult population (percent) (annual value)","2022","2022","%","79.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","6121","Value","210090R","Prevalence of moderate or severe food insecurity in the rural adult population (percent) (annual value)","2023","2023","%","78.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61211","Confidence interval: Lower bound","210090R","Prevalence of moderate or severe food insecurity in the rural adult population (percent) (annual value)","2023","2023","%","77.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61212","Confidence interval: Upper bound","210090R","Prevalence of moderate or severe food insecurity in the rural adult population (percent) (annual value)","2023","2023","%","79.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","76.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61211","Confidence interval: Lower bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","75","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61212","Confidence interval: Upper bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","77.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","76.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61211","Confidence interval: Lower bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","75.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61212","Confidence interval: Upper bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","78","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","6121","Value","210090","Prevalence of moderate or severe food insecurity in the total population (percent) (annual value)","2022","2022","%","76.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61211","Confidence interval: Lower bound","210090","Prevalence of moderate or severe food insecurity in the total population (percent) (annual value)","2022","2022","%","75.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61212","Confidence interval: Upper bound","210090","Prevalence of moderate or severe food insecurity in the total population (percent) (annual value)","2022","2022","%","77.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","6121","Value","210090","Prevalence of moderate or severe food insecurity in the total population (percent) (annual value)","2023","2023","%","77","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61211","Confidence interval: Lower bound","210090","Prevalence of moderate or severe food insecurity in the total population (percent) (annual value)","2023","2023","%","75.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61212","Confidence interval: Upper bound","210090","Prevalence of moderate or severe food insecurity in the total population (percent) (annual value)","2023","2023","%","78","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","6121","Value","210090TSUB","Prevalence of moderate or severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2022","2022","%","80.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61211","Confidence interval: Lower bound","210090TSUB","Prevalence of moderate or severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2022","2022","%","79.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61212","Confidence interval: Upper bound","210090TSUB","Prevalence of moderate or severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2022","2022","%","80.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","6121","Value","210090TSUB","Prevalence of moderate or severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2023","2023","%","80.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","017","Middle Africa","61211","Confidence interval: Lower bound","210090TSUB","Prevalence of moderate or severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2023","2023","%","79.8","E","Estimated value",""
